title,abstract
"PERANCANGAN SISTEM APLIKASI REKAM MEDIS di RSU MITRA
PARAMEDIKA BERBASIS WEB","Rekam medis, sistem informasi, database, website"
"SISTEM PAKAR DIAGNOSIS PENYAKIT TANAMAN KELENGKENG
BERBASIS WEB DENGAN METODE FORWARD CHAINING
DI TAMAN BUNGA HERRY GARDEN II","sistem pakar, aplikasi, gejala penyakit, kelengkeng, konsultasi,
Forward Chaining"
"PENERAPAN METODE DEMPSTER SHAFER DALAM SISTEM PAKAR
DIAGNOSA KERUSAKAN SEPEDA MOTOR BERBASIS WEB","Sistem Pakar, Diagnosa, Kerusakan Sepeda Motor, PHP-MySQL,
Dempster Shafer, Web"
"SISTEM PAKAR DIAGNOSA PENYAKIT GIGI DAN MULUT
MENGGUNAKAN ALGORITMA FORWARD CHAINING","Sistem Pakar, Penyakit Gigi dan Mulut, Forward Chaining"
"SISTEM PAKAR DIAGNOSA PENYAKIT DAN HAMA TANAMAN
BUAH SALAK MENGGUNAKAN METODE FORWARD
CHAINING BERBASIS WEBSITE","Sistem pakar, Salak, Diagnosa, Forward chaining, Penyakit, hama"
"SISTEM PAKAR MENGGUNAKAN METODE BACKWARD CHAINING
UNTUK MENDIAGNOSA GANGGUAN PADA SMARTPHONE","Sistem Pakar, PHP, Mysql, Expert System"
"SISTEM PAKAR UNTUK MENDETEKSI PENYAKIT MENINGITIS
PADA ANAK DENGAN ALGORITMA FORWARD CHAINING
BERBASIS WEB","Expert System, Meningitis, Children"
"APLIKASI SISTEM PAKAR DIAGNOSA PENYAKIT TANAMAN TOMAT
MENGGUNAKAN FAKTOR KEPASTIAN (CERTAINTY FACTOR)
PADA DINAS PERTANIAN DAN PANGAN
KOTA MAGELANG","Sistem Pakar, Penyakit Tanaman Tomat, Metode Certainty Factor"
"SISTEM PAKAR DIAGNOSA PENYAKIT DAN HAMA PADA BUNGA
MATAHARI BERBASIS WEB DENGAN MENGGUNAKAN
METODE CERTAINTY FACTOR","sistem pakar, certainty factor, bunga matahari,  expert system, certainty factor, sunflowers"
"IMPLEMENTASI ALGORITME C 4.5 UNTUK MEMPREDIKSI
PENYAKIT DEMAM BERDARAH BERBASIS WEBSITE
(Studi Kasus : Rumah Sakit Condong Catur
Sleman Yogyakarta)","Penyakit Demam Berdarah, Algoritme C 4.5"
"PERANCANGAN SISTEM PAKAR UNTUK MENGANALISIS DAN
MENDIAGNOSA PENYAKIT PADA KUCING BERBASIS WEBSITE
MENGGUNAKAN METODE FORWARD CHAINING","Sistem Pakar, Kucing, Forward Chaining, Penyakit Kulit Kucing"
Penerapan Metode Forward Chaining Dalam Sistem Pakar UntukMendiagnosis Penyakit Kulit Pada Kucing Berbasis Website,"Penyakit Kulit Kucing, Sistem Pakar, Forward Chaining"
"PERANCANGAN SISTEM PAKAR PENGECEKAN KUALITAS KOPI 
DENGAN MENGGUNAKAN METODE CERTAINTY FACTOR","Sistem Pakar, Kopi, Certainty Factor, Artificial Intelegence, Expert System, Coffee,"
"SISTEM PAKAR PEMILIHAN KOMPONEN PERSONAL COMPUTER
MENGGUNAKAN METODE FORWARD CHAINING
BERBASIS WEB","Forward Chaining, Sistem Pakar, Komputer Pribadi, Processor, Kecerdasan
Buatan"
"IMPLEMENTASI ALGORITMA BEST FIRST SEARCH UNTUK 
DIAGNOSA AWAL PENYAKIT KULIT KUCING","Sistem Pakar, Penyakit Kulit Kucing, Best First Search"
"ANALISIS DAN PERANCANGAN SISTEM PAKAR DIAGNOSIS
GANGGUAN MENTAL MENGGUNAKAN  
METODE NAIVE BAYES","Sistem Pakar, Gangguan Mental, Naive Bayes"
"SISTEM PAKAR PENDETEKSI KERUSAKAN PADA LAPTOP
MENGGUNAKAN METODE NAÏVE BAYES","sistem pakar, kerusakan laptop, naive bayes, sistem pendeteksi
kerusakan."
"SISTEM PENDUKUNG KEPUTUSAN DIAGNOSA PENYAKIT
DAN KEGAGALAN TUMBUH SERTA PEMILIHAN JENIS
PUPUK PADA TANAMAN KAKAO MENGGUNAKAN
METODE ANALYTICAL HIERARCHY PROCESS","Tanaman Kakao, Sistem Pendukung keputusan, AHP (Analytical
Hierarchy Process), Decision Support Systems"
"SISTEM PAKAR DIAGNOSA PENYAKIT SAPI MENGGUNAKAN
METODE CERTAINTY FACTOR BERBASIS WEB","Sistem pakar, Certainty Factor, Sapi."
"DIAGNOSA PENYAKIT PADA KUCING MENGGUNAKAN METODE
BAYESIAN NETWORK","Bayesian Network , Sistem Pakar, Kucing, Bayesian Network, Expert System, Cats"
"SISTEM PAKAR DIAGNOSA PENYAKIT DALAM
DENGAN METODE NAÏVE BAYES","Penyakit Dalam, sistem pakar, Naïve Bayes"
"SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN DOKTER TERBAIK
BERDASARKAN TESTIMONI PASIEN DENGAN MENGGUNAKAN
METODE SAW BERBASIS WEBSITE","Sistem Pendukung Keputusan, Dokter, Kesehatan, Simple Additive
Weighting, SAW"
"IMPLEMENTASI METODE CERTAINTY FACTOR DALAM
MENDIAGNOSA JENIS PENYAKIT KULIT PADA MANUSIA DI
PUSKESMAS KARANGTALUN BERBASIS WEB","Xampp, Php, MySQL"
"SISTEM PAKAR UNTUK MENDIAGNOSIS GANGGUAN KECEMASAN
MENGGUNAKAN METODE DEMPSTER-SHAFER
BERBASIS WEBSITE","Demster-Shafer, Gangguan Kecemasan, Sistem Pakar, Anxiety Disorder, Expert System, Anxity"
"SISTEM PAKAR UNTUK MENDIAGNOSA HAMA DAN PENYAKIT
PADA TANAMAN JAGUNG MENGGUNAKAN METODE
FORWARD CHAINING BERBASIS ANDROID","Sistem Pakar, Forward Chaining, Android"
"ANALISIS DAN PERANCANGAN SISTEM PAKAR PENYAKIT THT 
PADA ANAK DENGAN METODE CERTAINTY FACTOR  
BERBASIS ANDROID (Studi Kasus RS Islam Klaten)","sistem pakar, penyakit THT, anak, certainty factor, Android"
"PERANCANGAN DAN PEMBUATAN APLIKASI SISTEM PAKAR
IDENTIFIKASI HAMA TANAMAN KELAPA SAWIT
BERBASIS ANDROID","Sistem Pakar, Tanaman Kelapa Sawit, Teorema Bayes"
"ANALISIS DAN PERANCANGAN SISTEM PAKAR PENYAKIT TIFOID
DAN DBD MENGGUNAKAN METODE FORWARD CHAINING
BERBASIS ANDROID (Studi Kasus :
RS Condong Catur)","sistem pakar, tifoid, DBD, forward chaining,  android"
"DETEKSI DINI PENYAKIT DIABETES MENGGUNAKAN ALGORITMA 
NAÏVE BAYES","Diabetes Mellitus, Naïve Bayes"
"ANALISIS DAN PERANCANGAN WEBSITE E-COMMERCE
PADA GO T-SHIRT","internet, website, e-commerce"
"PERANCANGAN DAN PEMBANGUNAN 
APLIKASI E-COMMERCE BERBASIS WEB PADA TOKO TRENDSTER","Penjualan, E-commerce, Website, PHP, Bootstrap"
"ANALISIS DAN PERANCANGAN SISTEM INFORMASI PENJUALAN
BARANG GROSIR PADA TOKO MUTIARA PLASTIK BERBASIS
WEBSITE","Toko Mutiara Plastik, Penjualan, Member, Sistem Informasi"
"PERANCANGAN WEBSITE E-COMMERCE PADA TOKO DISTENA
SHOP SEBAGAI MEDIA PROMOSI DAN PENJUALAN
MENGGUNAKAN FRAMEWORK BOOTSTRAP","Website, E-commerce, Bootstrap, Branding, Kredibilitas, Media
Promosi dan Penjualan, Distena Shop"
"PERANCANGAN SISTEM INFORMASI PENJUALAN BERBASIS WEB
PADA BONEKA BANTAL","Sistem Informasi, analisis, perancangan, penjualan, merchandise,
implementasi, konsumen, pengembangan."
"PERANCANGAN DAN PEMBUATAN WEBSITE SEBAGAI MEDIA
PROMOSI DAN PENJUALAN BUTIK MEILIA PALEMBANG
(Studi Kasus : Butik Meilia Palembang)","Sistem Penjualan berbasis web, MySQL dan PHP"
"APLIKASI TOKO ONLINE BERBASIS WEB DENGAN INTEGRASI 
APLIKASI SHORT MESSAGE SERVICE (SMS) UNTUK MENDUKUNG 
LAYANAN INFORMASI PEMESANAN PADA TOKO 
KANDA DINDA SOUVENIR YOGYAKARTA","Toko online, analisis, perancangan, penjualan, e-commerce"
"PERANCANGAN TOKO ONLINE MOCK UP ISLAMIC ART BERBASIS
WEBSITE PADA ISLAMICSHEET YOGYAKARTA","Toko Daring, Islamicsheet, Mockup, Microstock, PIECES, UML,
Waterfall, Laravel, Framework, Composer, Online shop"
"PERANCANGAN DAN PEMBUATAN
SISTEM INFORMASI PENJUALAN BERBASIS WEBSITE
PADA QQSTORE","Teknologi, website, perancangan, penjualan berbasis website."
"PERANCANGAN SISTEM INFORMASI INVENTORY BERBASIS WEB
PADA YUKNGAJI JOGJA MERCHANDISE","Single Exponential Smoothing, Sistem Informasi Invetory"
PERANCANGAN WEBSITE TOKO ONLINE PADA TOKOPERCIL,"Website, Toko Daring, Teknologi, Online Shop, Minifigure, Internet, Technology"
"APLIKASI PENJUALAN BERBASIS WEB PADA
KONVEKSI RULLY PRODUCTION
SLEMAN","konveksi, penjualan, berbasis web"
"PEMBUATAN WEBSITE E-COMMERCE
DI ANTONI CRAFT JOGJA","E-Commerce, Photoshop, Dreamwaver, MySQL, Online."
"ANALISIS DAN IMPLEMENTASI API INSTAGRAM
SEBAGAI MEDIA PROMOSI BISNIS ONLINE
DALAM MENINGKATKAN PENJUALAN","Instagram, API Instagram, Internet Marketing, PHP"
"ANALIS DAN PERANCANGAN E-COMMERCE PADA RAHMA SYARI
BUTIK","Transaksi, Laporan, Sistem Informasi"
"PEMBANGUNAN WEBSITE E-COMMERCE PENJUALAN 
PAKAIAN DAN AKSESORIS WANITA 
PADA PUCHA CLOTHES","Website, Penjualan, Pemasaran, Promosi, Pakaian, Aksesoris, 
Wanita, Butik Pucha Clothes, Pangkalpinang, Bangka."
"PERANCANGAN DAN IMPLEMENTASI WEB E-COMMERCE PADA
RHEID KONVEKSI","E-commerce, Website, MySQL, PHP, Rheid Konveksi"
"PENERAPAN PROGRESSIVE WEB APPS DALAM PERANCANGAN
WEBSITE E-COMMERCE MAXI KOMPUTER MENGGUNAKAN
FRAMEWORK JAVASCRIPT VUE JS","e-commerce, progressive web app, maxi komputer, website, pwa"
"SISTEM INFORMASI PENJUALAN BERBASIS WEB DI TOKO KEKE
COLLECTION TIMIKA PAPUA","Sistem Informasi, analisis, perancangan, pemesanan, implementasi. Konsumen
pengembangan.  information system, analysis, planning, ordering, implementation.
Consumer, development."
ANALISIS DAN PERANCANGAN SISTEM INFORMASI PENJUALAN BERBASIS WEB PADA TOKO NADIRAA HIJAB,"Sistem Informasi, Penjualan, PHP, Web"
PERANCANGAN TOKO ONLINE ITEM GAME BERBASIS WEBSITE,"Buyer, Seller, Codeigniter,"
"PEMBUATAN SISTEM KASIR MULTIPLATFORM BERBASIS WEB
MENGGUNAKAN FLASK FRAMEWORK 
PADA MICO FROZEN FOOD","Sistem Kasir, Multiplatform, Web, Mudah digunakan, Pengusaha"
"PERANCANGAN SISTEM INFORMASI PENJUALAN
MAKANAN KOREA MENGGUNAKAN METODE
WATERFALL PADA KUBA ABEPURA","Informasi, Website, MySQL, Waterfall, Information"
"RANCANG BANGUN SISTEM INFORMASI LAPORAN DATA BRANCH
INVENTORY CONTROL TOKO ASMUNAH KLATEN MENGGUNAKAN CODEIGNITER","sistem informasi, inventory control, codeigniter."
"PENGEMBANGAN APLIKASI TREND PENJUALAN PRODUK DI 
PLATFROM MARKETPLACE","Trend Produk, e-commerce"
"APLIKASI E-BUSINESS SEBAGAI MEDIA PROMOSI DAN PENJUALAN
BERBASIS CRM PADA PERUSAHAAN 
MAIMO CLOTHING","Aplikasi E-Business, Promosi, Penjualan, CRM(Customer Relationship
Management)"
"SISTEM INFORMASI PENJUALAN BARANG PADA TOKO VITALIS
BEKASI","Sistem Informasi, Visual Dasar, Akses, Penjualan, Pembelian, nformation System, Visual Basic, Access, Sales, Purchases."
"PERANCANGAN SISTEM INFORMASI PENJUALAN PADA TEZEGE 
BERBASIS WEB MENGGUNAKAN FRAMEWORK FLASK","Sistem Informasi Penjualan, Waterfall, Sales Information System"
"IMPLEMENTASI FRAMEWORK CODEIGNITER PADA
SISTEM PENJUALAN BERBASIS WEB
(Studi Kasus: Wardani Store)",Sistem Penjualan; Web; Framework Codeigniter
"IMPLEMENTASI MERN STACK PADA WEBSITE
TOKO ONLINE ARUSPINGGIR","E-Commerce, MERN (MongoDB, ExpressJS, ReactJS and NodeJS)"
"IMPLEMENTASI METODE WATERFALL DALAM PENGEMBANGAN
SISTEM INFORMASI BERBASIS WEBSITE GUNA MEMPERMUDAH
PENGELOLAAN TRANSAKSI JUAL BELI DAN ADMINISTRASI 
(Study Kasus: Abang Pempek)","Sistem Informasi, Waterfall, Transaksi jual beli, Administrasi, Information Systems, Sale and Purchase Transactions,
Administration"
"ANALISIS DAN PERANCANGAN SISTEM E-COMMERCE BERBASIS
WEB PADA JOGJA KURSI LESEHAN","Website, E-commerce, Jogja Kursi Lesehan, UMKM"
"SISTEM INFORMASI PENJUALAN DAN INVENTORY BARANG
PADA PERUSAHAAN DEWI MEDIA LESTARI YOGYAKARTA","Sistem informasi pejualan, Sistem inventori, pencatatan transaksi dan 
pengelolaan stok"
"PEMBUATAN APLIKASI BERBASIS WEB DENGAN PHP DAN MYSQL 
UNTUK MENGELOLA BARANG DAN MENCATAT PENJUALAN 
TOKO YACOB","PHP, MySQL, Sistem Informasi, Inventory, Toko Yacob, Information system, inventori, Yacob Store"
"APLIKASI MOBILE PARFUM PADA QTA PARFUM DI WEDI UNTUK
MENINGKATKAN PENJUALAN BERBASIS ANDROID","E-Commerce, Aplikasi penjualan, Aplikasi android"
"PENGEMBANGAN APLIKASI POINT OF SALE 
BERBASIS ANDROID DI TOKO KIRANA 
YOGYAKARTA","Point of Sale, Android, Mobile, UML, analisis, perancangan, analysis, design."
"PERANCANGAN APLIKASI KASIR PADA USAHA WARALABA MRS
POCK POCK BERBASIS ANDROID","Aplikasi Kasir, Mrs Pock Pock, Java Android, Mysql, Data Transaksi"
"ANALISIS DAN PERANCANGAN MARKETPLACE SEBAGAI MEDIA 
PROMOSI DAN PENJUALAN MERCHANDISE RIDER BORNEO 
OFFICIAL","android, Marketpalce, aplication, UML, SWOT"
"PERANCANGAN APLIKASI KASIR PENJUALAN UMKM 
PELANGI STORE BERBASIS ANDROID DENGAN
METODE RAD","UMKM, Aplikasi, Point of Sales, RAD, Application"
"PERANCANGAN APLIKASI MARKET BASKET ANALYSIS UNTUK
MENGETAHUI POLA PENJUALAN MENGGUNAKAN 
ALGORITMA APRIORI   
(Studi Kasus: ELSTEES Clothing)","Market Basket Analysis, Informasi, Algoritma Apriori, Association
Rules, Squential Pattern Rules"
"PERBANDINGAN ALGORITMA APRIORI DAN FP-GROWTH DALAM ANALISA POLA PEMBELIAN KONSUMEN
 (STUDI KASUS : LAJU KOPI)","Algoritma Apriori, FP-Growth, association rule"
"ANALISIS DAN IMPLEMENTASI FREKUENSI POLA PEMBELIAN KONSUMEN MENGGUNAKAN ALGORITMA FREQUENT 
PATTERN GROWTH PADA DATA TRANSAKSI 
PENJUALAN (STUDI KASUS :RUMAH 
MAKAN JAVA JUICE KLATEN)","pola asosiasi, data mining, FP-GROWTH"
"IMPLEMENTASI ALGORITMA APRIORI UNTUK MENCARI
POLA PEMBELIAN DI SM TOSERBA","Swalayan, Aturan Asosiasi,  Algoritma Apriori"
"PENGARUH HARGA DAN MERK TERHADAP VOLUME PENJUALAN
BARANG DI ABSOLUTE KOMPUTER MENGGUNAKAN          
REGRESI LINEAR BERGANDA","Regresi linear berganda, data mining, nilai regresi, uji f, nilai
determinan, uji t."
"ALGORITMA FP-GROWTH UNTUK PENENTUAN TATA LETAK
BARANG DI TOKO SWALAYAN CHRISTY","Toko Swalayan, FP-Growth, Data Mining"
"PENERAPAN DATA MINING UNTUK RENCANA PENAMBAHAN
STOK PRODUK PADA MINIMARKET RIANNI MENGGUNAKAN
ALGORTIMA APRIORI","Data mining, Algortima Apirori, Strategi Pemasaran, Aturan 
Assosiasi."
"IMPLEMENTASI ALGORITMA MOVING AVERAGE UNTUK
PERAMALAN PENJUALAN PAKET DATA
PADA (AUZAN CELL)","penjualan, single moving average, forecast, penyetokan"
"PREDIKSI PRODUK DISKON UNTUK PENJUALAN KOKO SHOPE
MENGGUNAKAN ALGORITMA APRIORI",
"ANALISIS METODE DOUBLE EXPONENTIAL SMOOTHING HOLT
UNTUK MEMPREDIKSI PENJUALAN MOBIL 
DI INDONESIA","Time Series, Prediksi, Double Exponential Smoothing, industri
Otomotif, Prediction, Otomotive industry"
"IMPLEMENTASI ALGORITMA APRIORI UNTUK MENENTUKAN
POLA PEMBELIAN PADA CUSTOMER 
(STUDI KASUS : TOKO BAKOEL SEMBAKO)","Data Mining, Algoritma Apriori"
"ANALISIS BUNDLING PRODUCT UNTUK PENENTUAN POSISI DAN
PROMOSI BARANG MENGGUNAKAN APRIORI DAN ROOT MEAN
SQUARED ERROR","Algoritma Apriori, Data Mining, Penjualan."
PENERAPAN ALGORITMA FP-GROWTH UNTUK MENGENALI POLA PEMBELIAN KONSUMEN (Studi Kasus : Kopi Hyra),"Data Mining, Association Rule, Algoritma FP-Growth, FP-Tree,"
"SISTEM PENDUKUNG KEPUTUSAN BARANG TERLARIS PADA
METAMORFOSTORE DISTRO MENGGUNAKAN
METODE K-MEANS CLUSTERING","Barang Terlaris, Sistem Pendukung Keputusan, Website, K-Means
Clustering"
"PERANCANGAN DAN IMPLEMENTASI SISTEM PENGELOLA STOK
BARANG PADA CV. NATA MANDIRI MENGGUNAKAN ALGORITMA
K-MEAN DAN K-NN BERBASIS WEB 
Studi Kasus: CV. Nata Mandiri","Klasterisasi, K-Means, K-Nearest Neighbor, Pengelola Stok, Clustering, K-Means Clustering, K-Nearest Neighbor, Stock
Management"
"KLASTERISASI PRODUK PROMO DI CV DEWI MEDIA LESTARI
DENGAN MENGGUNAKAN METODE CLARANS","klasterisasi, partisi, k-medoid, CLARANS, silhouette"
"PENERAPAN DATA MINING MARKET BASKET ANALYSIS
MENGGUNAKAN ALGORITMA APRIORI UNTUK 
MENGETAHUI POLA PEMBELIAN KONSUMEN 
DI KOPERASI CITRAMART AMIKOM","Data Mining, Asosiation Rule, Market Basket Analysis, Apriori,
PHP, Mysql"
"ANALISIS POLA BELANJA KONSUMEN PT. ASELI DAGADU
DJOKDJA MENGGUNAKAN ALGORITMA FP-GROWTH","Data mining, Association Rule, FP-Growth, Basis Web, Pola
Pembelian, Konsumen, Dagadu Djokdja, Web Base, Purchasing
Patterns, Consumers"
"ANALISIS DAN IMPLEMENTASI ALGORITMA FREQUENT PATTERN
GROWTH (FP-GROWTH) UNTUK MENENTUKAN MARKET BASKET
ANALYSIS PADA TOKO HIJAU MART MINIMARKET 
BOYOLALI","Algoritma FP-Growth, FP-Growth, Market Basket Analysis, MBA,
Toko Kelontong, Hijau Mart"
"ANALISIS PRODUKSI MEDIA DAN BIBIT JAMUR (BAGLOK)
MENGGUNAKAN METODE FORECASTING STATISTICAL 
STRAIGHT LINE PADA UD TUNAS MULIA","media dan bibit jamur (baglok), peramalan, statistical stright line"
"PENERAPAN ALGORITMA FREQUENT PATTERN GROWTH UNTUK
PENATAAN BARANG TOKO CEMILAN SAHABAT","Algoritma FP-Growth, Data Mining, Toko Cemilan"
"IMPLEMENTASI ALGORITMA APRIORI UNTUKMENENTUKAN POLA PENJUALAN 
SPAREPART MOTOR PADA 
“BENGKEL JOSTOMO MOTOR”","Algoitma Apriori, Pola Penjualan, Bengkel"
"RANCANG BANGUN APLIKASI PREDIKSI KETEPATAN WAKTU
LULUS MAHASISWA MENGGUNAKAN ALGORITMA C45
DENGAN BAHASA PYTHON (Studi Kasus : Program Studi
S1 Informatika Universitas AMIKOM Yogyakarta","Algoritma C45, Sistem Prediksi, Confusion Matrix, Pohon Keputusan, Entropy, Gain, Prediction System, Confusion Matrix, Decision Tree,"
"SISTEM REKOMENDASI PEKERJA MENGGUNAKAN METODE
FUZZY SUGENO PADA SISTEM INFORMASI PENCARI KERJA","pencari kerja, lowongan pekerjaan, sistem pendukung keputusan,
rekomendasi, fuzzy Sugeno."
"IMPLEMENTASI ALGORITMA SUPPORT VECTOR MACHINE UNTUK
PEMINATAN SKRIPSI PRODI S1-INFORMATIKA UNIVERSITAS
AMIKOM YOGYAKARTA
(Studi Kasus: Universitas AMIKOM Yogyakarta)","Data Mining, Machine Learning, Support Vector Machine"
"IMPLEMENTASI ALGORITMA BOYER MOORE PADA APLIKASI CHATBOT OFFICIAL
AMIKOM COMPUTER CLUB","Chatbot, String Matching, Boyer Moore"
"IMPLEMENTASI ALGORITMA TRIPLE EXPONENTIAL SMOOTHING
(TES) UNTUK MEMPREDIKSI JUMLAH PROPERTI
RESIDENSIAL YANG TERJUAL","Algoritma Triple Exponential Smoothing, Prediksi, Properti, Data 
Mining, Website, MAPE"
"ANALISIS DAN PENERAPAN ALGORITMA C4.5 PADA FUZZY
ASSOCIATION RULE UNTUK DATA METEOROLOGI","Cuaca, Data mining, Fuzzy, Algoritma C4.5"
"IMPLEMENTASI DATA MINING UNTUK MEMPREDIKSI PENJUALAN 
PAKAIAN MENGGUNAKAN ALGORITMA NAÏVE BAYES","Data Mining, Naïve Bayes, Penjualan, Pakaian, Prediksi, Sales, Clothing, Prediction"
"SISTEM REKOMENDASI FILM RAMAH ANAK BERBASIS USER
COLLABORATIVE FILTERING DENGAN ALGORITMA
K-NEAREST NEIGHBOR","Collaborative Filtering, User Based Collaborative Filtering, Sistem
Rekomendasi, K-Nearest Neighbor, RMSE, Euclidean Distance"
"HYBRID REKOMENDASI SISTEM MENGGUNAKAN MATRIK 
FAKTORISASI DAN LIGHTFM","Rekomendasi sistem, Matrik faktorisasi, LightFM, Hybrid
Rekomenasi, Film"
"METODE ""BIDIRECTIONAL ENCODER REPRESENTATIONS FROM
TRANSFORMERS"" (BERT) DALAM PERHITUNGAN
SEMANTIC SIMILARITY","Quora, Deep Learning, BERT, Word Embedding, Logistic
Regression"
"PENGARUH USER WEIGHTING PADA NEIGHBOURHOOD BASED
COLLABOARTIVE FILTERING MENGGUNAKAN FIREFLY
ALGORITHM","Sistem Rekomendasi, Firefly Algorithm, Pearson Correlation
Coefficient, Cosine Similarity, Pembobotan Pengguna"
"KOMPARASI METODE NAÏVE BAYES DAN DECISION TREE UNTUK 
MEMPREDIKSI JUMLAH KUNJUNGAN WISATAWAN KE OBJEK 
WISATA DKI JAKARTA","Naive Bayes, Decision Tree, Prediksi turis
kunjungan"
PREDIKSI HARGA BERAS MENGGUNAKAN METODE ARIMA,"prediksi, forecasting, ARIMA (Autoregressive Integrated Moving
Average), prediction"
"PERBANDINGAN ALGORITMA MODEL-BASED COLLABORATIVE 
FILTERING DALAM MENGATASI DATA SPARSITY","Rekomendasi, Collaborative Filtering, Model-based, SVD, Movielens"
"KLASIFIKASI ULASAN PENGGUNA DAN ANALISIS SENTIMEN
TERHADAP APLIKASI AMIKOM ONE MENGGUNAKAN
METODE NAIVE BAYES CLASSIFIER
DI GOOGLE PLAY","Google Play, Naive Bayes Classifier, Sentimen, Text Mining"
"IMPLEMENTASI ALGORITMA RABIN-KARP UNTUK MENDETEKSI
KEMIRIPAN KATA PADA KARYA TULIS AKADEMIK","Plagiarisme, Algoritma Rabin-Karp, String Matching, Multi
Pattern"
"IMPLEMENTASI ALGORITMA REGRESI LINIER UNTUK
MEMPREDIKSI JUMLAH PENDAFTAR SISWA BARU DI MIN NEGRI 3
BOYOLALI","prediksi, regresi linier, prediction"
"ANALISIS PERBANDINGAN COSINE DAN PEARSON UNTUK 
MENGOPTIMALKAN TEKNIK COLLABORATIVE FILTERING PADA 
SISTEM REKOMENDASI DI DOMAIN BUKU","Sistem Rekomendasi, Item Based Collaborative Filtering,
Perbandingan Similaritas, tuning nilai k, hyperparameter, surprise, GridSearchCV"
"PREDIKSI KALORI YANG TERBAKAR BERDASARKAN HITUNGAN
LANGKAH HARIAN MENGGUNAKAN REGRESI LINIER","Prediksi, Regresi linier, Kalori, Hitungan langkah, root-mean-square
error (RMSE)"
"IMPLEMENTASI METODE CONTENT-BASED FILTERING PADA
SISTEM REKOMENDASI EVENT DUNIA CODING","Event, Dunia Coding, Sistem Rekomendasi, Content-Based
Filtering, Cosine Similarity, System Recomendation"
"ANALISIS REGRESI BERGANDA UNTUK PREDIKSI WAKTU
RENDERING CYCLES PADA SOFTWARE BLENDER","Rendering, Cycles, Regresi Berganda, Blender"
"MEMBANGUN KAKAS INTERAKTIF UNTUK PEMODELAN SITUASI 
PANDEMI COVID-19 DI INDONESIA MENGGUNAKAN 
ALGORITMA SVR DAN SIR","COVID-19, SVR, SIR, COVID-19, prediksi, reproduction
number"
"MENCARI HUBUNGAN USER DENGAN ITEM
DI SISTEM REKOMENDASI PARIWISATA 
MENGGUNAKAN ANT COLONY","Algoritma Ant Colony, sistem rekomendasi, pariwisata yogyakarta"
"OPTIMALISASI PRODUKSI GARMEN DI GALERI KONVEKSI
IBU LUSTRIANA LAMPUNG MENGGUNAKAN
METODE SIMPLEKS","Linear Programming, Simpleks, PHP, Optimasi Produk, QM For
Windows."
"PERBANDINGAN ALGORITMA COLLABORATIVE FILTERING
DALAM SISTEM REKOMENDASI FILM","Rekomendasi, Collaborative Filtering, MSD, Movielens, Recommendation"
"PENERAPAN ALGORITMA DECISION TREE C4.5 UNTUK 
KLASIFIKASI TINGKAT KEPUASAN WALI MURID 
TERHADAP LAYANAN PENDIDIKAN  
Studi Kasus : Lembaga Pendidikan PAUD Bocah Citaloka","Data Mining, Klasifikasi, Prediksi, Decision Tree C4.5, tingkat
kepuasan, layanan pendidikan."
"SISTEM REKOMENDASI WISATA KULINER DI YOGYAKARTA
DENGAN METODE ITEM-BASED COLLABORATIVE
FILTERING","sistem rekomendasi, item – based collaborative filtering, MAE"
"IMPLEMENTASI ALGORITME SUPPORT VECTOR MACHINE (SVM)
UNTUK MEMPREDIKSI NASABAH MELAKUKAN DEPOSITO","Telemarketing, Deposito, Algoritma Support Vector Machine,
Nasabah, prediksi, Customer,
predict."
"SISTEM REKOMENDASI BUKU BERBASIS USER COLLABORATIVE 
FILTERING DENGAN ALGORITMA K-NEAREST NEIGHBOR","Sistem Rekomendasi, User Based Collaborative Filtering, K-Nearest
Neighbor, Euclidean Distance, MAE, MSE, RMSE, Recommender System"
"SISTEM REKOMENDASI OBJEK WISATA DENGAN METODE 
ITEM-BASED COLLABORATIVE FILTERING","Sistem rekomendasi, Destinasi wisata, Recommendation system, Item-based collaborative filtering, Tourist
destinations"
"REKOMENDASI OBJEK WISATA DI YOGYAKARTA
MENGGUNAKAN ADJUSTED COSINE SIMILARITY","sistem rekomendasi, collaborative filtering, adjusted cosine 
similarity, weighted sum"
"IMPLEMENTASI METODE FUZZY TIME SERIES CHENG DALAM
MEMPREDIKSI JUMLAH KASUS POSITIF
COVID-19 DI INDONESIA","Fuzzy time Series Cheng, Prediksi, Covid-19, Prediction"
"ANALISIS KETETAPAN RESPON CHATBOT MENGGUNAKAN
ALGORITMA BOYER MOORE","Chatbot, Boyer Moore, String Matching"
"KLASIFIKASI SELEKSI PENERIMAAN CALON ANGGOTA BARU
KASWARI UNY MENGGUNAKAN METODE NAIVE BAYES","Naïve Bayes, Prediksi, Kaswari UNY"
SISTEM REKOMENDASI METODE CONTENT-BASED FILTERING PADA ITEM PRODUK DI CASEME,"sistem, rekomendasi, metadata, system, recommendation"
"REKOMENDASI SISTEM PARIWISATA INDONESIA 
DENGAN ALGORITMA MARKOV FIELD RANDOM MODEL","Rekomendasi Sistem, Markov Random Field, Denoising, Segementasi"
